id,time,V9FFFS,V39FFFS,V45FFFS,V46FFFS,V48FFFS,V52FFFS,V58FFFS,V59FFFS,V1BIS,V2BIS,V6BIS,V10BIS,V17BIS,V18BIS,V21BIS,V29BIS,V33BIS,V43BIS,V47BIS,V50BIS,V56BIS,V57BIS,V60BIS,V61BIS,V63BIS,V14RI,V15RI,V32RI,V35RI,V5GDP,V12GDP,V20GDP,V31GDP,V41GDP,V54GDP,V65GDP,V4RR,V8RR,V16RR,V23RR,V25RR,V30RR,V36RR,V37RR,V22I,V27I,V28I,V38I,V40I,V44I,V51I
111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1,2,2,4,1,2,4,1,2,4,1,1,1,3,3,1,3,2,4,1,4,4,4,1,3,2,4,4,4,4,4,4,3,4,3,3,3,3,4,4,2,4,3,4,4,4,2,4,4,4,4,4
112,2,1,1,4,1,1,3,3,1,2,1,2,1,2,2,2,4,2,4,2,4,4,4,1,1,2,4,4,3,3,4,4,2,4,3,3,3,4,2,4,2,4,4,4,4,3,2,4,4,3,4,4
112,3,1,2,2,1,2,2,1,1,2,2,2,1,3,4,1,3,1,4,1,4,3,3,1,2,2,4,4,4,4,3,3,3,4,4,4,2,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4
112,4,1,1,4,1,1,2,1,1,4,1,2,1,3,3,1,4,2,4,2,4,2,3,1,2,2,4,4,4,4,4,4,3,4,4,4,3,3,1,3,2,3,3,3,3,3,2,4,4,4,4,4
113,1,2,2,2,2,3,3,2,3,2,4,3,3,2,3,3,2,2,3,3,4,3,2,1,3,3,3,1,2,3,3,2,3,3,2,2,2,2,1,3,1,4,2,3,3,2,3,3,3,4,3,4
113,2,2,2,2,2,3,4,2,3,2,4,3,3,2,3,3,4,3,3,3,4,3,3,2,4,2,3,2,3,3,3,3,3,4,3,2,2,3,2,3,1,4,3,3,2,3,3,3,4,4,4,4
113,3,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,4,2,4,3,3,2,3,1,4,3,3,3,3,3,3,4,3,3,3,2,2,3,2,2,2,4,3,3,3,3,3,2,3,3,4,3
113,4,4,3,2,2,4,3,4,3,3,4,4,3,2,4,3,4,3,3,3,3,3,3,1,4,2,3,2,2,3,3,3,2,3,2,2,2,4,2,3,2,4,3,3,3,2,3,3,2,3,3,3
114,1,1,1,1,1,1,3,4,4,1,2,4,4,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,4,3,4,2,2,1,2,2,2,1,3,3,3,1,1,1,2,3,4,4
114,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,3,4,4,4,4,4,4,4,3,2,3,2,3,2,3,3,1,1,1,2,1,1,3
115,2,1,3,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,4,3,3,3,2,1,2,2,2,2,2,3,4,4,3,4,4,4,4,2,3,4,3,3,3,2,3,1,2,1,2,1,2,2
115,3,1,2,3,1,2,1,2,1,2,1,1,2,2,2,1,1,1,3,2,1,3,2,1,2,2,2,2,3,3,4,4,4,4,4,3,4,1,3,4,3,4,3,3,3,1,1,1,2,1,2,2
115,4,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,3,2,2,2,3,1,2,3,2,2,4,3,4,4,4,4,4,4,4,2,4,3,3,3,3,3,3,1,1,1,2,2,2,2
116,1,1,1,3,4,2,4,4,3,4,2,1,3,2,1,3,1,3,3,3,3,4,3,4,3,3,2,1,1,2,4,4,4,4,4,3,4,3,1,2,1,3,1,2,2,2,1,1,2,2,2,2
116,2,2,2,3,4,2,2,4,2,3,1,1,3,3,2,2,1,4,3,4,3,3,2,3,3,3,1,1,1,2,4,4,4,4,4,4,4,2,1,2,1,3,2,2,2,3,2,3,1,1,2,2
116,3,1,2,2,3,2,2,1,3,3,1,1,3,2,2,2,1,4,4,4,3,2,1,2,2,3,1,1,1,2,4,2,3,4,4,4,4,2,1,2,1,2,2,3,3,1,1,2,1,1,2,2
116,4,1,1,2,1,1,3,4,1,3,3,2,2,1,2,2,2,3,4,2,4,4,3,2,4,2,1,1,1,2,4,4,3,4,4,3,4,2,1,2,1,3,2,2,1,3,2,3,2,2,2,2
117,1,4,3,4,2,1,3,3,3,2,1,1,1,2,2,1,2,4,3,3,2,2,2,4,2,2,3,2,2,4,4,3,3,4,3,3,3,2,3,3,3,3,3,2,3,1,2,2,2,1,2,4
117,2,4,3,4,3,2,3,3,2,1,2,1,1,3,2,1,2,3,3,2,2,2,1,2,2,2,2,2,3,3,4,4,3,4,3,3,3,3,2,3,4,4,3,3,3,2,2,2,2,2,4,4
117,3,4,3,4,2,2,3,3,2,2,2,1,1,3,2,1,2,3,2,1,2,2,1,3,2,3,2,2,3,3,4,2,3,4,3,3,3,2,2,3,4,3,2,2,2,2,1,2,3,1,4,3
117,4,4,3,4,3,3,4,2,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,3,2,3,4,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,3,2,3,2,2,2,2,1,4,4
118,1,2,2,3,2,1,3,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,3,4,4,3,3,2,2,3,3,2,3,1,4,2,2,2,1,2,3,1,1,3,3
118,2,1,2,3,2,1,2,1,2,3,1,1,1,3,2,1,1,2,2,1,2,2,1,1,2,3,2,2,2,2,3,3,3,3,2,4,3,3,2,3,3,3,3,3,3,2,2,3,2,3,4,4
118,3,2,1,3,2,2,1,1,1,2,1,2,2,2,1,1,1,2,3,1,1,3,1,1,1,2,1,2,2,4,4,3,3,4,3,2,3,3,3,2,2,2,3,4,3,3,1,2,3,2,4,4
118,4,2,2,4,2,3,1,3,1,2,1,2,2,2,1,1,1,2,3,1,3,2,2,2,1,1,1,2,2,3,4,4,3,4,3,2,2,3,3,3,3,4,3,3,4,2,2,3,2,2,3,4
119,1,1,2,2,1,2,2,1,1,2,2,1,1,3,3,2,3,2,3,2,3,3,2,2,2,2,2,2,2,3,4,4,3,4,3,4,3,3,4,4,3,4,3,3,3,3,4,3,2,2,2,4
119,2,1,1,2,1,2,2,1,1,2,1,1,1,3,1,1,3,2,3,2,2,3,3,2,2,2,2,1,2,2,4,4,3,4,4,3,4,3,3,3,3,4,4,3,3,2,2,2,2,1,1,4
119,3,1,2,2,2,2,1,1,1,2,2,2,1,3,2,2,3,2,3,2,2,3,3,2,2,2,2,2,2,3,4,4,2,4,4,3,4,3,3,3,3,4,3,2,3,2,2,2,2,1,2,4
119,4,1,2,2,1,2,1,2,1,2,2,2,1,3,2,2,3,2,4,3,2,2,3,2,3,2,2,2,2,3,3,3,3,4,3,3,3,4,4,3,3,4,4,3,4,3,3,2,2,2,2,4
120,1,1,2,2,1,2,2,1,2,2,1,3,1,1,2,2,3,3,3,2,3,2,2,2,3,3,2,1,1,3,3,3,1,3,3,3,2,1,2,2,2,3,3,2,2,1,1,1,2,3,2,1
120,2,1,2,3,1,2,2,1,2,2,1,3,3,3,2,2,3,3,3,2,2,3,2,2,4,4,2,1,2,2,3,3,2,3,3,3,2,4,3,2,1,4,2,2,2,2,2,1,2,2,2,1
120,3,2,2,2,1,2,3,2,3,1,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,2,1,2,2,3,3,3,3,3,4,3,4,2,2,2,4,2,2,3,2,2,2,1,2,3,1
120,4,1,1,2,1,1,2,1,3,2,1,2,4,3,3,2,3,2,2,2,3,2,2,2,3,3,1,1,1,1,4,3,2,3,2,3,1,4,2,2,1,4,3,2,3,1,1,2,1,2,2,1
121,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,2,3,2,2,1,2,1,2,1,2,2,2,1,3,2,3,2,2,4,4
121,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,3,2,3,2,1,1,1,2,3,1,2,2,3,1,3,2,3,3,4,4,4
121,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,2,1,3,2,1,2,1,2,3,1,1,2,3,3,1,1,1,3,1,2,1,1,1,1,2,3,2,4,3,4,4,4,4,4,3,4,3,2,3,2,4,3,3,4,1,2,1,2,3,2,4
122,2,1,1,1,1,2,3,3,3,3,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,3,3,3,3,4,4,4,4,3,3,3,3,2,3,1,3,3,3,3,3,2,3,2,2,2,4
122,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,3,3,3,3,3,4,4,4,4,3,3,3,2,4,1,4,3,3,3,1,2,2,3,2,2,4
122,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,1,1,4,3,1,1,1,1,2,2,4,2,3,2,2,3,3,4,3,4,4,1,2,2,2,1,1,1,2,4,4,3,4,3,4,4,1,2,2,1,2,2,3,2,3,2,1,1,1,2,2
123,2,1,1,4,2,1,2,1,1,3,3,4,2,1,3,2,3,2,3,2,3,3,1,2,1,2,1,1,1,2,4,4,3,4,3,4,4,2,1,3,2,2,2,2,3,2,1,1,2,1,4,2
123,3,3,2,4,2,2,2,2,2,3,3,4,3,4,4,3,4,2,4,3,2,2,2,3,2,2,4,4,2,3,4,4,3,3,2,2,3,4,3,2,1,4,3,2,2,3,2,2,3,3,3,4
123,4,1,3,3,2,1,1,1,1,1,1,2,2,4,3,2,2,2,3,2,1,1,1,1,2,1,4,4,2,4,4,4,4,3,4,1,3,2,1,3,2,2,3,1,1,2,1,1,2,1,3,1
124,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,4,4,3,3,3,2,2,2,2,3,1,3,2,2,2,1,1,2,2,1,3,3
124,2,2,3,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,4,4,3,3,3,3,3,2,2,2,1,3,2,2,2,1,1,1,1,1,2,2
124,3,1,3,2,1,2,1,2,1,3,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,3,4,4,3,4,4,3,3,3,3,2,2,3,3,3,3,2,1,1,2,2,3,3
124,4,2,3,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,4,3,3,4,4,4,3,4,4,3,4,3,2,3,2,3,3,3,2,1,1,1,2,1,3,2
125,1,1,2,1,1,2,2,1,3,3,1,1,1,4,3,1,2,3,3,2,2,3,2,2,2,2,2,3,2,4,3,4,2,3,2,3,3,2,3,3,3,4,3,3,3,2,1,3,3,2,2,3
125,2,1,2,2,2,2,1,1,3,2,2,2,2,4,3,2,2,4,4,2,2,3,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,2,2,2,2,3,3
125,3,1,2,1,2,2,2,2,3,2,2,2,2,3,3,1,2,2,3,2,3,2,2,3,2,2,2,2,2,4,3,3,2,3,3,3,2,3,3,2,3,3,3,4,3,2,1,3,2,2,4,3
125,4,2,2,1,2,2,3,2,4,2,1,1,2,3,3,1,3,3,3,1,2,3,1,2,2,2,2,3,2,3,3,4,3,4,3,2,3,3,3,4,3,4,4,3,3,2,1,2,2,2,2,3
126,1,3,3,3,1,1,2,1,1,3,1,1,2,3,4,1,2,2,4,3,3,2,2,4,2,2,2,1,1,2,4,4,3,4,4,2,4,3,2,3,2,4,4,4,4,1,1,2,2,3,3,4
126,2,3,2,3,2,1,2,1,2,3,1,1,2,4,4,1,2,2,4,2,2,2,1,3,2,3,1,4,3,2,4,4,3,4,4,1,4,2,2,4,3,4,3,3,4,4,1,1,1,3,2,4
126,3,3,3,3,2,1,2,1,1,2,1,2,3,4,4,1,1,3,4,2,2,2,1,4,1,2,2,3,2,2,4,4,3,4,4,2,3,3,3,3,2,4,3,3,4,1,2,1,1,4,4,4
126,4,2,1,3,3,1,2,1,1,3,1,1,2,4,4,1,3,2,4,2,3,4,2,3,2,3,1,3,1,1,4,4,3,4,4,2,4,3,3,4,3,4,4,3,3,1,1,1,1,3,4,4
127,1,4,3,3,2,4,4,1,4,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,3,4,4,2,4,4,3,3,2,1,3,2,3,2,3,2,3,2,2,2,1,1,4
127,2,4,4,3,2,3,3,4,4,2,3,2,4,4,4,3,4,3,4,4,4,3,3,2,3,3,1,1,1,3,4,4,3,4,4,4,4,1,1,2,2,3,2,4,3,3,2,2,2,3,3,2
127,3,4,3,2,2,3,4,4,4,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,2,3,4,3,3,3,3,3,1,1,3,1,2,2,3,2,2,2,1,2,2,3,3
127,4,4,4,3,3,4,4,4,4,2,3,2,4,3,4,3,3,3,4,4,4,4,4,3,3,3,1,1,1,3,3,4,3,3,3,3,3,2,2,3,2,3,2,3,3,2,1,2,3,2,4,4
128,1,2,1,1,1,1,1,2,1,2,1,2,2,4,3,1,1,2,3,2,2,2,2,2,1,4,2,2,2,3,4,4,2,4,4,3,3,2,4,2,1,3,1,2,1,1,1,1,1,1,1,2
128,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,3,2,1,2,3,3,4,2,4,4,3,3,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2
128,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,3,3,2,2,2,2,2,2,2,1,2,2,3,4,4,2,4,4,3,3,2,1,2,2,3,1,3,2,1,1,1,2,1,2,2
128,4,1,2,2,1,1,2,2,2,2,1,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,3,4,2,2,2,2,3,2,2,3,1,2,1,2,1,2,3
129,1,1,2,4,1,3,1,2,3,2,3,2,1,2,3,2,3,2,3,3,3,2,2,3,3,3,3,2,2,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2
129,2,1,1,4,1,1,2,3,2,2,1,2,2,2,3,1,2,2,2,2,3,2,2,3,2,2,2,3,3,2,3,4,3,4,3,3,3,2,2,3,3,3,2,2,3,2,1,2,2,2,3,3
129,3,1,1,4,1,2,4,2,2,3,1,2,1,3,3,1,2,2,2,2,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,3,2,1,2,2,1,3,2
129,4,1,1,4,1,1,1,1,1,2,1,1,1,2,3,1,2,2,3,1,2,2,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,2,1,1,2,1,3,2
130,1,1,2,2,2,3,2,3,4,1,1,2,1,2,1,1,1,1,3,2,3,2,2,2,2,2,1,3,2,3,2,4,2,4,2,3,2,1,2,3,2,3,3,3,3,2,1,2,2,2,4,4
130,2,2,3,3,2,3,2,3,4,2,1,2,3,2,2,1,2,1,2,1,3,2,1,2,3,3,2,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,3,2,1,2,3,3,4,3
130,3,2,3,3,2,3,2,3,2,2,1,2,2,2,2,2,2,3,3,2,3,2,3,2,2,3,2,3,2,2,2,4,2,4,2,3,3,3,2,3,2,4,2,3,3,3,2,2,2,2,3,3
130,4,2,3,3,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,3,2,2,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,2
131,1,2,2,2,2,2,2,4,4,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,2,4,2,3,2,3,2,3,2,2,3,3,2,3,4,3
131,2,2,1,2,1,1,3,4,2,3,3,2,2,4,3,2,2,2,3,3,3,2,1,1,2,2,1,2,1,3,2,3,2,2,2,3,3,4,2,3,2,3,2,3,2,3,1,3,2,1,1,3
131,3,3,2,2,2,1,3,4,3,2,3,2,3,4,3,2,2,2,4,3,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,2,3,3
131,4,1,2,2,2,1,2,2,4,2,2,2,3,3,3,2,3,2,4,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,2,3,2,4,2,3,2,4,2,3,3,2,2,2,2,3,3,4
132,1,1,2,3,1,1,2,2,1,3,3,3,2,2,2,2,3,4,3,3,3,3,3,1,3,3,2,2,1,3,3,4,3,4,4,4,4,2,2,3,1,3,4,4,3,1,2,3,3,2,4,4
132,2,1,1,1,2,2,2,2,2,3,3,2,2,1,2,2,2,2,3,2,3,3,3,1,2,3,2,1,2,3,4,4,3,4,4,4,4,3,1,3,1,3,3,3,1,2,2,2,2,1,2,4
132,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,2,4,4,3,4,3,3,2,2,2,3,2,4,3,2,3,3,3,3,4,3,3,3,3,3,2,3,2,3,3,3,2,3,2,4,2,2,2,3,2,4,3,2,2,2,2,2,2,3,3,3
133,2,4,4,4,4,4,4,4,2,2,2,4,3,4,3,2,3,4,4,4,4,4,3,4,4,3,2,2,1,2,3,4,3,3,2,4,3,4,4,4,3,4,4,2,3,3,2,2,2,2,3,4
133,3,4,4,4,4,3,4,4,2,4,2,4,2,4,4,2,3,4,4,4,4,4,3,2,4,3,2,2,2,3,3,4,3,3,3,4,3,4,2,4,3,4,4,2,3,3,2,2,2,2,3,3
133,4,4,4,4,3,4,4,4,2,3,3,3,3,4,4,3,3,4,4,4,3,3,3,2,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,3,4,4,3,4,3,3,3,3,3,3,4
134,1,2,3,4,1,3,4,1,1,2,2,4,2,3,3,2,2,1,3,1,3,1,1,1,1,1,1,2,2,3,4,4,3,4,4,4,4,3,2,2,1,3,3,4,4,1,3,3,3,1,2,4
134,2,4,1,1,1,1,2,1,1,3,1,1,2,3,2,1,2,3,4,1,3,1,1,1,1,2,3,2,2,4,4,4,4,4,4,3,4,2,3,1,2,4,2,4,2,3,3,3,3,1,3,4
134,3,2,3,3,3,2,1,1,2,3,2,1,2,2,2,2,2,1,1,1,3,2,1,1,1,1,2,1,2,3,4,4,1,4,3,4,3,3,1,1,1,3,1,2,2,2,3,3,4,2,1,4
134,4,3,2,2,2,2,1,1,1,2,2,2,4,2,3,2,1,2,3,2,4,2,1,2,2,1,3,2,3,3,4,4,3,4,4,4,4,1,2,2,2,3,3,2,2,2,2,3,2,2,2,3
135,1,2,3,2,1,2,1,1,1,2,2,2,1,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,4,4,4,3,4,4,3,2,3,3,3,3,3,4,4,4,2,1,2,3,1,2,1
135,2,2,4,2,1,2,2,2,2,2,2,3,1,4,2,2,2,3,3,3,2,2,2,1,2,4,2,1,2,4,3,4,4,4,4,3,3,3,3,3,2,3,3,3,3,2,1,2,2,1,2,1
135,3,2,3,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,3,3,2,2,1,1,1,3,2,2,1,3,3,4,3,4,3,3,3,2,2,3,3,3,2,2,3,2,1,2,2,1,1,1
135,4,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,3,3,3,2,2,1,1,1,1,2,2,2,3,4,4,3,1,4,3,3,3,3,3,2,3,3,3,3,2,1,2,2,1,3,2
136,1,4,4,4,2,4,3,1,1,2,1,1,2,2,2,1,2,2,3,2,3,2,3,2,3,2,3,3,3,3,3,4,2,3,2,3,3,1,3,3,3,3,3,4,3,2,4,3,3,2,3,4
136,2,4,3,2,2,1,3,1,1,2,1,1,1,2,3,1,1,2,2,1,3,2,2,1,3,2,3,4,3,4,4,3,3,4,4,4,3,2,1,3,3,3,4,4,3,2,4,3,4,3,3,3
136,3,4,3,3,2,1,2,4,1,1,1,1,1,2,3,1,2,2,3,2,3,3,3,1,3,2,3,4,3,4,3,4,3,4,3,3,4,2,2,4,3,4,3,4,3,1,3,3,4,3,4,3
136,4,4,3,3,1,3,2,4,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,3,3,3,3,4,4,3,4,4,4,3,2,2,3,3,3,3,4,3,2,2,3,3,3,3,3
137,1,2,2,4,2,2,2,4,2,3,2,1,3,2,1,2,1,3,4,3,3,2,2,2,2,3,3,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,2,1,3,3,3,1,2,4
137,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,1,1,2,1,1,3,2,1,2,2,1,2,1,2,2,1,2,3,2,2,2,2,1,1,3,3,2,2,2,3,3,2,2,2,2,2,3,1,3,3,4,3,3,4,2,3,2,2,1,4,3
138,2,2,4,2,2,1,2,2,1,3,2,2,2,2,3,2,2,3,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,4,3,2,2,3,3,4,2,3,3,3,3,2,2,3,2,3,3,2
138,3,1,4,2,1,2,2,3,2,2,2,1,1,3,2,1,1,2,3,2,2,2,3,2,2,3,3,2,2,3,3,3,2,3,3,2,2,2,2,4,2,3,3,3,3,2,2,2,3,2,2,3
138,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1,1,4,4,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,3,4,3,4,3,4,3,2,3,1,2,2,3,2,2,3,2,1,1,2,3,2,3,4
139,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,3,3,3,3,2,3,3,3,3,2,1,3,1,3,2,2,2,1,2,2,3,2,3,3
139,3,2,4,3,1,1,2,2,2,2,1,1,1,2,1,1,1,2,3,1,1,1,2,1,1,2,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,4,3,4,3,2,2,3,3,2,2,3
139,4,1,4,4,1,2,2,1,2,2,1,2,1,3,2,1,1,2,4,1,2,2,3,1,1,2,2,2,4,3,3,4,3,4,3,3,3,3,2,3,2,4,3,4,3,2,1,2,3,1,1,4
140,1,4,2,3,2,3,3,4,3,2,1,2,3,4,4,1,3,2,4,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,3,3,4,3,3,3,3,2,2,2,2,3,3
140,2,1,4,4,2,3,2,1,2,2,3,2,4,3,3,2,2,2,4,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,4,3,3,4,2,2,4,2,3,3,2,2,2
140,3,3,4,4,2,3,3,4,3,2,2,2,2,3,3,1,3,2,4,2,3,2,2,2,2,3,3,3,2,4,2,2,3,3,2,3,2,3,2,3,3,3,3,2,2,2,3,3,3,1,3,2
140,4,2,4,4,2,3,3,4,2,2,3,3,3,4,4,2,3,2,4,3,4,3,2,2,2,3,2,2,3,3,3,4,3,4,2,3,3,2,3,3,2,3,3,3,2,4,2,3,2,2,3,3
141,1,1,3,3,2,2,2,4,2,3,3,3,1,2,2,1,4,3,3,3,4,4,2,1,4,4,2,2,2,3,3,3,3,3,3,3,3,2,1,3,1,3,3,3,2,3,1,2,2,2,3,3
141,2,2,1,3,2,2,1,4,3,2,1,2,2,4,2,2,3,2,3,3,3,3,2,1,3,4,1,1,1,3,3,4,2,3,3,3,3,3,1,3,1,3,3,2,2,3,1,2,2,1,3,3
141,3,3,3,3,3,2,2,4,3,3,3,3,2,2,3,2,3,3,3,4,3,3,2,2,3,4,1,1,1,2,3,3,2,3,3,3,3,2,1,2,2,4,3,3,3,3,2,2,2,2,3,3
141,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1,1,2,4,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,3,4,4,2,3,3,3,3,1,2,4,1,4,2,2,2,1,2,1,3,2,3,3
