id,time,V9FFFS,V39FFFS,V45FFFS,V46FFFS,V48FFFS,V52FFFS,V58FFFS,V59FFFS,V1BIS,V2BIS,V6BIS,V10BIS,V17BIS,V18BIS,V21BIS,V29BIS,V33BIS,V43BIS,V47BIS,V50BIS,V56BIS,V57BIS,V60BIS,V61BIS,V63BIS,V14RI,V15RI,V32RI,V35RI,V5GDP,V12GDP,V20GDP,V31GDP,V41GDP,V54GDP,V65GDP,V4RR,V8RR,V16RR,V23RR,V25RR,V30RR,V36RR,V37RR,V22I,V27I,V28I,V38I,V40I,V44I,V51I
199,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,1,3,3,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,3,2,3,3,4,3,4,3,3,2,1,2,3,1,3,2,3,3,1,1,2,2,3,2,3
200,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,3,4
200,4,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,3,3,2,3,1,2,2,1,3,2,2,2,1,2,2,2,2,2,3
201,1,1,3,2,4,2,2,2,4,2,1,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,4,3,4,3,4,3,3,2,2,2,3,2,2,3,2,1,2,2,2,2,3
201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,3,1,3,2,4,2,3,2,4,3,1,3,2,3,3,1,2,2,4,3,3,3,2,2,3,3,3,2,3,3,3,4,2,4,4,4,4,2,2,3,2,4,2,3,3,2,3,3,3,2,3,4
201,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1,1,1,2,1,1,4,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,4,4,2,3,3,4,4,3,3,3,4,4,3,3,2,3,4,3,2,3,1,3,3,2,3,2,4
202,2,1,1,2,2,1,3,2,1,1,1,1,4,1,3,2,1,2,3,1,1,1,2,3,1,4,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,3,1,3,3,3,4,3,3,3,4
202,3,1,1,2,1,1,2,2,2,3,1,1,4,1,1,2,2,1,2,1,2,1,1,3,1,4,4,3,4,2,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2,1,1
202,4,1,1,1,1,1,2,4,3,3,1,2,3,3,1,1,2,3,2,1,2,2,2,2,1,1,3,3,3,3,4,3,3,3,4,2,2,3,3,3,3,4,3,3,3,3,3,4,3,2,1,2
203,1,3,2,4,4,2,2,3,1,3,1,2,3,3,1,2,2,2,3,4,2,3,2,2,1,4,3,1,3,3,4,4,2,4,3,2,3,1,1,3,2,4,4,3,3,4,4,4,4,4,3,3
203,2,1,3,4,2,2,3,3,1,2,1,1,2,3,3,1,2,2,4,3,3,2,2,2,1,3,2,2,2,3,3,3,2,3,2,3,3,3,2,4,3,4,4,4,4,3,2,3,4,3,2,3
203,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1,1,2,4,3,3,3,3,4,3,1,3,2,3,3,1,3,3,3,3,3,3,2,2,2,4,1,2,2,2,3,3,2,4,3,3,3,2,1,3,3,3,4,2,2,4,4,2,2,4,4,4
204,2,3,3,3,2,3,3,3,4,3,1,2,3,3,3,2,2,3,3,4,3,3,2,3,3,4,1,2,2,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3
204,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,4,3,4,4,2,3,3,3,4,3,1,3,3,3,3,1,2,2,4,3,3,2,1,2,1,4,2,2,3,3,4,4,3,4,4,3,4,3,2,4,3,3,3,2,3,4,2,2,3,2,4,4
205,1,1,4,4,4,1,4,1,4,3,3,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,1,4,1,4,4,4,3,3,4,4,4,3,2,4,1,4,3,4,3,4,4,4,2,4,4,4
205,2,1,4,4,4,1,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,4,4,2,2,3,4,4,2,1,2,1,2,3,2,2,4,4,4,2,2,4,4
205,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1,1,3,3,1,2,1,2,2,3,3,3,3,4,4,2,4,3,3,3,4,4,2,3,3,3,1,2,1,2,2,3,2,3,2,3,2,1,2,4,2,2,3,3,3,1,4,2,3,1,2,2
206,2,1,2,3,1,1,1,1,2,3,3,4,3,3,2,3,4,4,3,3,4,3,2,3,3,3,1,1,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2,1,3,3,2,1,3,3
206,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,4,1,2,3,1,1,2,2,2,2,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,2,1,3,2,2,3,4,3,3,3,3,3,1,2,3,2,2,3,3,3,2,1,2,2,2,2,2
207,1,2,4,4,3,3,2,3,2,3,3,3,3,4,3,1,4,3,3,4,3,3,2,3,3,3,2,2,2,2,3,4,2,3,3,3,3,3,2,3,2,4,3,3,3,2,2,1,2,3,3,3
207,2,2,4,4,3,3,2,1,2,3,3,3,4,3,4,2,4,4,4,4,4,4,3,4,4,3,1,2,2,2,3,3,2,3,3,3,2,3,1,3,2,3,4,2,3,2,3,2,2,4,3,3
207,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1,2,4,3,2,2,1,4,4,3,2,1,2,1,2,2,1,2,1,2,2,2,3,2,2,3,2,2,2,2,4,4,4,4,4,2,4,1,2,4,1,4,2,3,2,2,1,2,3,2,2,3
208,2,2,3,2,2,3,1,4,4,3,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,2,2,3,2,4,2,3,2,2,1,2,2,3,3,3
208,3,2,3,3,2,3,2,4,4,2,2,3,2,1,2,2,1,1,3,3,2,3,3,2,3,3,2,3,3,2,4,4,3,4,4,2,4,2,2,3,2,4,4,3,2,1,1,1,2,3,3,3
208,4,3,4,4,3,4,1,3,4,4,3,2,2,2,4,2,3,3,2,4,4,4,4,4,4,3,2,2,1,2,3,4,4,4,4,4,4,3,3,3,1,4,2,2,2,1,2,1,3,2,3,4
209,1,1,2,2,3,1,2,1,4,2,4,4,1,3,2,2,2,3,4,2,3,3,2,2,2,1,2,2,2,4,3,2,2,2,2,1,1,2,2,2,3,3,3,3,3,2,2,1,4,4,4,4
209,2,1,1,2,2,1,1,1,4,2,3,2,2,4,3,2,3,2,3,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,3,2,4,2,3,4,3,3,3,4,4,4,4
209,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,1,1,1,1,1,1,1,1,2,3,1,3,3,3,3,1,1,3,3,2,3,3,1,2,2,1,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,1,2,3,2,2,3
210,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,4,1,2,2,1,1,3,1,2,3,3,1,3,3,3,2,2,3,3,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,2,3,3,3,1,3,1,3,2,2,3,3,2,2,2,3,2,3
211,1,1,2,1,3,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,3,3,3,1,3,3,3,2,3,2,3,1,3,3,2,3,1,1,2,2,2,3,3
211,2,2,1,1,1,2,2,2,1,2,1,1,1,3,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,4,3,3,3,3,3,3,3,2,2,4,1,3,3,3,3,2,1,2,2,3,2,4
211,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,4,1,1,2,1,2,2,4,2,1,1,1,1,1,3,1,2,1,2,1,2,2,1,1,1,1,2,1,2,3,3,3,2,3,2,3,3,2,2,3,1,4,3,2,3,1,1,2,3,3,3,4
212,1,4,3,3,3,1,2,2,1,2,2,1,2,4,3,1,2,2,3,2,3,3,3,1,1,1,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,3,3,3,3,1,2,2,3,1,4,3
212,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,4,4,2,2,2,1,4,1,1,1,1,1,1,3,2,1,1,3,2,1,2,1,1,1,1,3,4,2,3,4,3,4,3,4,3,3,4,2,1,3,1,4,2,3,3,1,2,2,3,2,4,4
213,1,1,2,2,2,3,1,1,2,2,2,2,1,2,2,1,2,2,1,2,3,3,2,3,2,3,1,1,2,2,2,2,2,1,2,1,1,1,1,3,2,4,1,3,2,3,1,2,2,3,3,2
213,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,1,2,2,1,3,2,1,3,3,4,4,4,4,4,4,3,3,3,2,4,4,2,3,4,2,2,2,2,2,4,3,4,4,4,4,4,2,3,3,2,4,3,3,3,3,1,2,2,2,1,1
214,2,1,2,2,1,2,2,1,2,2,3,3,3,3,4,3,4,4,3,3,4,4,4,2,2,3,2,3,2,2,4,3,4,4,4,4,4,4,2,3,2,3,4,3,2,3,2,2,2,3,1,3
214,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,4,1,3,3,1,2,1,1,2,2,2,2,2,2,4,3,4,4,3,2,4,3,3,4,4,2,2,3,3,3,4,4,4,4,4,4,4,4,2,3,2,3,3,3,3,3,1,2,2,2,1,4
215,1,2,3,3,4,3,2,3,2,3,2,2,1,2,4,2,2,1,2,3,2,3,1,2,2,3,2,2,2,4,4,4,2,3,3,4,3,1,1,3,1,2,3,3,2,1,2,1,2,1,2,3
215,2,3,3,3,4,3,3,1,4,2,2,1,2,2,2,1,2,2,2,2,3,3,2,2,2,2,3,2,2,3,4,4,3,4,4,4,2,2,3,3,2,2,2,3,3,1,3,2,2,1,4,3
215,3,2,2,3,4,3,2,3,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,1,2,3,3,2,3,3,4,4,4,4,4,4,4,1,2,3,2,3,3,4,3,3,2,1,2,1,4,3
215,4,1,3,3,4,3,2,3,3,2,1,2,2,2,3,1,2,1,2,2,2,2,1,1,2,3,2,2,2,3,4,4,3,4,4,4,4,3,3,3,3,3,3,4,3,3,2,1,2,1,3,3
216,1,1,2,3,3,1,3,2,3,1,1,2,1,2,2,1,3,1,3,2,2,3,2,3,2,2,1,2,1,2,2,3,2,2,2,2,2,1,1,2,3,2,2,2,2,3,3,2,2,3,2,3
216,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,3,2,2,3,3,1,3,3,1,2,1,3,3,3,4,2,3,1,4,2,3,3,3,3,3,2,1,1,2,3,2,3,2,2,3,1,1,2,2,3,3,3,2,2,2,3,3,4,3,4,3,3
216,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1,2,2,2,2,3,2,2,2,3,4,4,4,4,4,3,3,3,4,4,3,4,3,4,3,3,2,1,2,2,3,3,2,2,2,3,2,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1
217,2,2,3,2,2,3,2,2,3,3,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,1,1,1
217,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,4,2,3,2,1,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,4,2,3,1,2,2,2,3,1,1,1,1,4,1,1
218,1,1,1,2,1,1,3,1,3,4,3,4,3,4,3,3,4,1,4,3,1,4,4,2,3,3,4,3,3,4,3,4,3,4,4,3,3,3,2,4,3,4,4,3,3,3,4,4,3,4,4,4
218,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,4,1,1,1,1,1,2,1,1,2,3,2,3,2,2,1,3,2,4,2,3,3,3,2,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,2,2,3,4,4,4,4,4,4
219,1,4,4,4,4,2,1,4,4,4,2,3,3,4,4,1,1,3,4,4,3,4,4,3,3,3,3,2,2,4,4,4,4,4,4,3,3,1,1,3,2,3,1,3,3,3,1,1,1,1,1,2
219,2,3,3,4,3,2,2,3,3,3,1,2,2,4,3,1,1,1,4,4,2,3,2,3,2,4,4,2,2,4,4,4,3,4,4,4,4,3,2,4,2,2,2,4,3,3,2,1,1,3,1,1
219,3,4,4,4,4,2,4,4,4,2,1,2,3,3,3,2,1,3,4,4,3,3,3,3,2,3,2,1,2,3,4,4,2,4,4,4,4,3,2,3,2,4,2,4,3,3,3,1,1,3,1,3
219,4,3,4,4,3,2,4,3,3,3,1,3,3,3,3,2,2,2,4,4,3,3,2,2,3,4,2,3,2,3,4,4,3,4,4,3,3,3,2,3,2,3,3,3,3,3,1,1,2,3,2,3
220,1,2,2,4,2,2,4,2,1,2,2,1,3,2,2,1,2,2,3,1,3,2,1,1,2,2,2,2,3,3,3,3,3,3,3,2,2,1,3,3,2,3,3,3,3,2,3,3,3,2,4,4
220,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1,1,4,4,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,3,3,2,2,1,2,2,4,2,3,4,3,4,4,3,3,3,4,2,2,2,1,4,3,4,3,2,2,2,3,3,4,3
221,2,2,3,4,4,3,3,2,4,3,2,2,2,1,2,1,2,4,3,2,2,2,1,4,2,2,4,3,4,3,3,4,4,4,4,4,4,3,2,3,2,4,4,4,3,3,4,3,3,4,4,4
221,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1,1,2,4,3,2,4,1,1,3,4,4,1,4,2,3,3,4,3,4,4,3,3,1,4,4,4,3,3,3,3,3,3,3,4,3,3,3,1,3,3,3,4,2,2,3,2,2,3,3,3,3
222,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1,4,2,2,1,2,2,4,3,2,1,1,2,2,3,1,1,2,3,1,2,3,1,1,1,2,2,3,3,3,4,4,4,4,4,4,3,2,1,4,3,4,4,3,3,3,1,2,2,2,4,3
223,2,2,3,2,1,2,3,1,2,2,2,1,2,2,3,1,2,3,2,2,3,2,2,2,2,3,2,2,3,3,3,4,2,4,3,4,3,3,2,4,3,3,3,3,2,2,2,2,2,1,4,3
223,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,1,1,1,2,2,2,1,4,3,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,4,4,3,4,4,4,4,2,1,3,1,3,2,3,2,1,1,2,2,2,2,3
224,2,2,2,4,1,2,2,1,3,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,4,4,3,4,4,4,4,3,1,3,2,3,2,3,3,2,2,2,2,2,1,3
224,3,2,1,3,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,4,4,3,4,4,4,4,3,2,3,2,4,2,3,2,1,3,2,2,2,1,3
224,4,2,2,4,1,2,3,1,2,1,1,1,1,2,3,1,1,2,2,1,2,2,2,1,1,3,2,3,2,2,4,4,3,4,4,4,4,3,1,3,1,3,2,2,3,3,2,2,3,2,2,3
225,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,4,2,3,2,2,3,2,2,3,2,3,2,4,2,2,1,2,2,3,3,3
225,2,2,2,1,1,1,2,1,1,2,1,1,1,3,2,1,1,2,3,1,2,1,2,1,1,1,2,1,3,3,2,4,2,4,3,2,1,2,1,3,2,2,3,3,3,2,2,1,3,4,2,4
225,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1,1,1,2,3,1,1,2,4,2,1,3,3,3,3,1,4,1,3,2,3,3,1,2,1,2,2,1,1,2,3,3,3,3,2,3,3,3,2,3,3,4,2,3,2,4,4,4,3,3,2,3
226,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
